human,mouse
PRAMEF15,Pramel5
PRAMEF15,Pramel1
PRAMEF15,Gm7971
PRAMEF15,Pramef8
PRAMEF15,Pramef6
PRAMEF15,AC124606.1
PRAMEF15,Gm3183
PRAMEF15,AC163611.1
PRAMEF15,Gm13103
PRAMEF15,Gm16367
PRAMEF15,AC125178.3
PRAMEF15,Gm3286
PRAMEF15,BC080695
PRAMEF15,Gm3286
PRAMEF15,Gm13057
PRAMEF15,B020004J07Rik
PRAMEF15,Gm13128
PRAMEF15,C130073F10Rik
PRAMEF15,Oog2
PRAMEF15,Gm6205
PRAMEF15,AC123873.1
PRAMEF15,Gm13023
PRAMEF15,Gm2042
PRAMEF15,Gm13084
PRAMEF15,Gm13078
PRAMEF15,Gm16513
PRAMEF15,AC165294.1
PRAMEF15,C87414
PRAMEF15,Gm6351
PRAMEF15,Gm7978
PRAMEF15,Gm13083
DNAAF3,Dnaaf3
ACER3,Acer3
ABHD17C,Abhd17c
PRAMEF33,AC133095.2
PRAMEF33,AC140325.2
PRAMEF33,Pramef25
PRAMEF33,Gm13040
PRAMEF33,Pramef12
PRAMEF33,C87499
PRAMEF33,A430089I19Rik
PRAMEF33,Gm12800
PRAMEF33,AC133095.1
PRAMEF33,Oog4
PRAMEF33,Gm12790
PRAMEF33,AC140325.3
PRAMEF33,AC140365.1
PRAMEF33,Pramel7
PRAMEF33,Gm13089
PRAMEF33,BC061212
PRAMEF33,E330014E10Rik
PRAMEF33,Gm10436
PRAMEF33,AC123873.2
PRAMEF33,AC125178.2
PRAMEF33,AC163611.2
PRAMEF33,AC140325.1
PRAMEF33,Gm13088
PRAMEF33,Gm3259
PRAMEF33,Gm16429
PRAMEF33,Oog3
PRAMEF33,Pramel4
PRAMEF33,D5Ertd577e
PRAMEF33,Gm6509
PRAMEF33,Gm13101
PRAMEF33,Gm13043
PRAMEF33,Gm10424
PRAMEF33,Gm13102
PRAMEF33,Pramef17
PRAMEF33,AC165294.2
PRAMEF33,AC125178.1
PRAMEF33,Gm13125
PRAMEF33,Gm3147
PRAMEF33,Gm12794
PRAMEF33,Gm7942
PRAMEF33,Pramel6
PRAMEF33,Gm7982
PRAMEF33,Gm16427
PRAMEF33,AC140325.4
PRAMEF33,Oog1
PRAMEF33,AC124606.2
PRAMEF33,C87977
PRAMEF33,Gm6367
PRAMEF33,Gm6502
PRAMEF33,AC123873.3
PRAMEF33,Pramel5
PRAMEF33,Pramel1
PRAMEF33,Gm7971
PRAMEF33,Pramef8
PRAMEF33,Pramef6
PRAMEF33,AC124606.1
PRAMEF33,Gm3183
PRAMEF33,AC163611.1
PRAMEF33,Gm13103
PRAMEF33,Gm16367
PRAMEF33,AC125178.3
PRAMEF33,Gm3286
PRAMEF33,BC080695
PRAMEF33,Gm3286
PRAMEF33,Gm13057
PRAMEF33,B020004J07Rik
PRAMEF33,Gm13128
PRAMEF33,C130073F10Rik
PRAMEF33,Oog2
PRAMEF33,Gm6205
PRAMEF33,AC123873.1
PRAMEF33,Gm13023
PRAMEF33,Gm2042
PRAMEF33,Gm13084
PRAMEF33,Gm13078
PRAMEF33,Gm16513
PRAMEF33,AC165294.1
PRAMEF33,C87414
PRAMEF33,Gm6351
PRAMEF33,Gm7978
PRAMEF33,Gm13083
NT5E,Nt5e
PRAMEF14,AC133095.2
PRAMEF14,AC140325.2
PRAMEF14,Pramef25
PRAMEF14,Gm13040
PRAMEF14,Pramef12
PRAMEF14,C87499
PRAMEF14,A430089I19Rik
PRAMEF14,Gm12800
PRAMEF14,AC133095.1
PRAMEF14,Oog4
PRAMEF14,Gm12790
PRAMEF14,AC140325.3
PRAMEF14,AC140365.1
PRAMEF14,Pramel7
PRAMEF14,Gm13089
PRAMEF14,BC061212
PRAMEF14,E330014E10Rik
PRAMEF14,Gm10436
PRAMEF14,AC123873.2
PRAMEF14,AC125178.2
PRAMEF14,AC163611.2
PRAMEF14,AC140325.1
PRAMEF14,Gm13088
PRAMEF14,Gm3259
PRAMEF14,Gm16429
PRAMEF14,Oog3
PRAMEF14,Pramel4
PRAMEF14,D5Ertd577e
PRAMEF14,Gm6509
PRAMEF14,Gm13101
PRAMEF14,Gm13043
PRAMEF14,Gm10424
PRAMEF14,Gm13102
PRAMEF14,Pramef17
PRAMEF14,AC165294.2
PRAMEF14,AC125178.1
PRAMEF14,Gm13125
PRAMEF14,Gm3147
PRAMEF14,Gm12794
PRAMEF14,Gm7942
PRAMEF14,Pramel6
PRAMEF14,Gm7982
PRAMEF14,Gm16427
PRAMEF14,AC140325.4
PRAMEF14,Oog1
PRAMEF14,AC124606.2
PRAMEF14,C87977
PRAMEF14,Gm6367
PRAMEF14,Gm6502
PRAMEF14,AC123873.3
PRAMEF14,Pramel5
PRAMEF14,Pramel1
PRAMEF14,Gm7971
PRAMEF14,Pramef8
PRAMEF14,Pramef6
PRAMEF14,AC124606.1
PRAMEF14,Gm3183
PRAMEF14,AC163611.1
PRAMEF14,Gm13103
PRAMEF14,Gm16367
PRAMEF14,AC125178.3
PRAMEF14,Gm3286
PRAMEF14,BC080695
PRAMEF14,Gm3286
PRAMEF14,Gm13057
PRAMEF14,B020004J07Rik
PRAMEF14,Gm13128
PRAMEF14,C130073F10Rik
PRAMEF14,Oog2
PRAMEF14,Gm6205
PRAMEF14,AC123873.1
PRAMEF14,Gm13023
PRAMEF14,Gm2042
PRAMEF14,Gm13084
PRAMEF14,Gm13078
PRAMEF14,Gm16513
PRAMEF14,AC165294.1
PRAMEF14,C87414
PRAMEF14,Gm6351
PRAMEF14,Gm7978
PRAMEF14,Gm13083
FCGR1B,Fcgr1
CSPG4,Cspg4
OR6C70,Olfr815
OR6C70,Olfr814
OR2AP1,Olfr765
OR2AP1,Olfr767
DUSP21,Dusp21
OR6C68,Olfr780
OR6C2,Olfr791
ACTN4,Actn4
CHCHD2,Chchd2
NRCAM,Nrcam
UGT2B11,Ugt2b38
UGT2B11,Ugt2b34
UGT2B11,Ugt2b5
UGT2B11,Ugt2b35
UGT2B11,Ugt2b37
UGT2B11,Ugt2b36
UGT2B11,Ugt2b1
KMT5B,Kmt5b
BRMS1L,Brms1l
SCN4B,Scn4b
DNER,Dner
SERHL2,Serhl
STXBP5,Stxbp5
NLRP2,Nlrp2
BTBD7,Btbd7
SCN2B,Scn2b
PRAMEF19,AC133095.2
PRAMEF19,AC140325.2
PRAMEF19,Pramef25
PRAMEF19,Gm13040
PRAMEF19,Pramef12
PRAMEF19,C87499
PRAMEF19,A430089I19Rik
PRAMEF19,Gm12800
PRAMEF19,AC133095.1
PRAMEF19,Oog4
PRAMEF19,Gm12790
PRAMEF19,AC140325.3
PRAMEF19,AC140365.1
PRAMEF19,Pramel7
PRAMEF19,Gm13089
PRAMEF19,BC061212
PRAMEF19,E330014E10Rik
PRAMEF19,Gm10436
PRAMEF19,AC123873.2
PRAMEF19,AC125178.2
PRAMEF19,AC163611.2
PRAMEF19,AC140325.1
PRAMEF19,Gm13088
PRAMEF19,Gm3259
PRAMEF19,Gm16429
PRAMEF19,Oog3
PRAMEF19,Pramel4
PRAMEF19,D5Ertd577e
PRAMEF19,Gm6509
PRAMEF19,Gm13101
PRAMEF19,Gm13043
PRAMEF19,Gm10424
PRAMEF19,Gm13102
PRAMEF19,Pramef17
PRAMEF19,AC165294.2
PRAMEF19,AC125178.1
PRAMEF19,Gm13125
PRAMEF19,Gm3147
PRAMEF19,Gm12794
PRAMEF19,Gm7942
PRAMEF19,Pramel6
PRAMEF19,Gm7982
PRAMEF19,Gm16427
PRAMEF19,AC140325.4
PRAMEF19,Oog1
PRAMEF19,AC124606.2
PRAMEF19,C87977
PRAMEF19,Gm6367
PRAMEF19,Gm6502
PRAMEF19,AC123873.3
PRAMEF19,Pramel5
PRAMEF19,Pramel1
PRAMEF19,Gm7971
PRAMEF19,Pramef8
PRAMEF19,Pramef6
PRAMEF19,AC124606.1
PRAMEF19,Gm3183
PRAMEF19,AC163611.1
PRAMEF19,Gm13103
PRAMEF19,Gm16367
PRAMEF19,AC125178.3
PRAMEF19,Gm3286
PRAMEF19,BC080695
PRAMEF19,Gm3286
PRAMEF19,Gm13057
PRAMEF19,B020004J07Rik
PRAMEF19,Gm13128
PRAMEF19,C130073F10Rik
PRAMEF19,Oog2
PRAMEF19,Gm6205
PRAMEF19,AC123873.1
PRAMEF19,Gm13023
PRAMEF19,Gm2042
PRAMEF19,Gm13084
PRAMEF19,Gm13078
PRAMEF19,Gm16513
PRAMEF19,AC165294.1
PRAMEF19,C87414
PRAMEF19,Gm6351
PRAMEF19,Gm7978
PRAMEF19,Gm13083
PRAMEF17,AC133095.2
PRAMEF17,AC140325.2
PRAMEF17,Pramef25
PRAMEF17,Gm13040
PRAMEF17,Pramef12
PRAMEF17,C87499
PRAMEF17,A430089I19Rik
PRAMEF17,Gm12800
PRAMEF17,AC133095.1
PRAMEF17,Oog4
PRAMEF17,Gm12790
PRAMEF17,AC140325.3
PRAMEF17,AC140365.1
PRAMEF17,Pramel7
PRAMEF17,Gm13089
PRAMEF17,BC061212
PRAMEF17,E330014E10Rik
PRAMEF17,Gm10436
PRAMEF17,AC123873.2
PRAMEF17,AC125178.2
PRAMEF17,AC163611.2
PRAMEF17,AC140325.1
PRAMEF17,Gm13088
PRAMEF17,Gm3259
PRAMEF17,Gm16429
PRAMEF17,Oog3
PRAMEF17,Pramel4
PRAMEF17,D5Ertd577e
PRAMEF17,Gm6509
PRAMEF17,Gm13101
PRAMEF17,Gm13043
PRAMEF17,Gm10424
PRAMEF17,Gm13102
PRAMEF17,Pramef17
PRAMEF17,AC165294.2
PRAMEF17,AC125178.1
PRAMEF17,Gm13125
PRAMEF17,Gm3147
PRAMEF17,Gm12794
PRAMEF17,Gm7942
PRAMEF17,Pramel6
PRAMEF17,Gm7982
PRAMEF17,Gm16427
PRAMEF17,AC140325.4
PRAMEF17,Oog1
PRAMEF17,AC124606.2
PRAMEF17,C87977
PRAMEF17,Gm6367
PRAMEF17,Gm6502
PRAMEF17,AC123873.3
PRAMEF17,Pramel5
PRAMEF17,Pramel1
PRAMEF17,Gm7971
PRAMEF17,Pramef8
PRAMEF17,Pramef6
PRAMEF17,AC124606.1
PRAMEF17,Gm3183
PRAMEF17,AC163611.1
PRAMEF17,Gm13103
PRAMEF17,Gm16367
PRAMEF17,AC125178.3
PRAMEF17,Gm3286
PRAMEF17,BC080695
PRAMEF17,Gm3286
PRAMEF17,Gm13057
PRAMEF17,B020004J07Rik
PRAMEF17,Gm13128
PRAMEF17,C130073F10Rik
PRAMEF17,Oog2
PRAMEF17,Gm6205
PRAMEF17,AC123873.1
PRAMEF17,Gm13023
PRAMEF17,Gm2042
PRAMEF17,Gm13084
PRAMEF17,Gm13078
PRAMEF17,Gm16513
PRAMEF17,AC165294.1
PRAMEF17,C87414
PRAMEF17,Gm6351
PRAMEF17,Gm7978
PRAMEF17,Gm13083
EFCAB9,Efcab9
STBD1,Stbd1
PRAMEF20,AC133095.2
PRAMEF20,AC140325.2
PRAMEF20,Pramef25
PRAMEF20,Gm13040
PRAMEF20,Pramef12
PRAMEF20,C87499
PRAMEF20,A430089I19Rik
PRAMEF20,Gm12800
PRAMEF20,AC133095.1
PRAMEF20,Oog4
PRAMEF20,Gm12790
PRAMEF20,AC140325.3
PRAMEF20,AC140365.1
PRAMEF20,Pramel7
PRAMEF20,Gm13089
PRAMEF20,BC061212
PRAMEF20,E330014E10Rik
PRAMEF20,Gm10436
PRAMEF20,AC123873.2
PRAMEF20,AC125178.2
PRAMEF20,AC163611.2
PRAMEF20,AC140325.1
PRAMEF20,Gm13088
PRAMEF20,Gm3259
PRAMEF20,Gm16429
PRAMEF20,Oog3
PRAMEF20,Pramel4
PRAMEF20,D5Ertd577e
PRAMEF20,Gm6509
PRAMEF20,Gm13101
PRAMEF20,Gm13043
PRAMEF20,Gm10424
PRAMEF20,Gm13102
PRAMEF20,Pramef17
PRAMEF20,AC165294.2
PRAMEF20,AC125178.1
PRAMEF20,Gm13125
PRAMEF20,Gm3147
PRAMEF20,Gm12794
PRAMEF20,Gm7942
PRAMEF20,Pramel6
PRAMEF20,Gm7982
PRAMEF20,Gm16427
PRAMEF20,AC140325.4
PRAMEF20,Oog1
PRAMEF20,AC124606.2
PRAMEF20,C87977
PRAMEF20,Gm6367
PRAMEF20,Gm6502
PRAMEF20,AC123873.3
PRAMEF20,Pramel5
PRAMEF20,Pramel1
PRAMEF20,Gm7971
PRAMEF20,Pramef8
PRAMEF20,Pramef6
PRAMEF20,AC124606.1
PRAMEF20,Gm3183
PRAMEF20,AC163611.1
PRAMEF20,Gm13103
PRAMEF20,Gm16367
PRAMEF20,AC125178.3
PRAMEF20,Gm3286
PRAMEF20,BC080695
PRAMEF20,Gm3286
PRAMEF20,Gm13057
PRAMEF20,B020004J07Rik
PRAMEF20,Gm13128
PRAMEF20,C130073F10Rik
PRAMEF20,Oog2
PRAMEF20,Gm6205
PRAMEF20,AC123873.1
PRAMEF20,Gm13023
PRAMEF20,Gm2042
PRAMEF20,Gm13084
PRAMEF20,Gm13078
PRAMEF20,Gm16513
PRAMEF20,AC165294.1
PRAMEF20,C87414
PRAMEF20,Gm6351
PRAMEF20,Gm7978
PRAMEF20,Gm13083
ODF3L1,Odf3l1
UBTD2,Ubtd2
SCARB2,Scarb2
JAML,Jaml
KCTD15,Kctd15
LRRC38,Lrrc38
SBK1,Sbk1
SH3PXD2B,Sh3pxd2b
ACSF3,Acsf3
ERICH3,Erich3
GNAS,Gnas
SORD,Sord
MET,Met
DUSP5,Dusp5
MRPL27,Mrpl27
GTF2I,Gtf2i
EPS8L1,Eps8l1
GLOD5,Glod5
NUPR2,Nupr1l
MED19,Med19
ZDHHC16,Zdhhc16
MPZL3,Mpzl3
CBY3,Cby3
MS4A6A,Ms4a6c
MS4A6A,Ms4a6d
MS4A6A,Ms4a6b
NPTXR,Npcd
NPTXR,Nptxr
CANX,Canx
MPZL2,Mpzl2
ZSCAN25,Zscan25
FAM47E,Fam47e
CISD3,Cisd3
CAPN8,Capn8
ARL6,Arl6
CHFR,Chfr
YWHAZ,Ywhaz
PCGF2,Pcgf2
FAM47E-STBD1,Fam47e
CD3E,Cd3e
CHRM1,Chrm1
GIMD1,Gimd1
LRRC59,Lrrc59
HCFC2,Hcfc2
CD3D,Cd3d
GATA1,Gata1
DPF2,Dpf2
EME1,Eme1
OR10P1,Olfr796
GPX3,Gpx3
CD3G,Cd3g
KLHDC7B,Klhdc7b
SYCE3,Syce3
TRMT112,Trmt112
SKAP2,Skap2
SLC5A8,Slc5a8
ESRRA,Esrra
ITGB5,Itgb5
PDE8A,Pde8a
CASP2,Casp2
SLC22A6,Slc22a6
MPO,Mpo
UBE4A,Ube4a
AVIL,Avil
CENPV,Cenpv
THAP3,Thap3
NFYB,Nfyb
GOLGA3,Golga3
DKK2,Dkk2
TREML1,Treml1
TTC19,Ttc19
SLC12A9,Slc12a9
ATP5L,Atp5l
ATP5L,Gm5426
CYP27B1,Cyp27b1
PRDX5,Prdx5
DNAJC11,Dnajc11
AHCTF1,Ahctf1
METTL1,Mettl1
ZSWIM7,Zswim7
MBTD1,Mbtd1
AKT1S1,Akt1s1
NEURL1B,Neurl1b
TREM2,Trem2
METTL7B,Mettl7b
METTL21B,Mettl21b
RDH5,Rdh5
TSFM,Tsfm
EPHB4,Ephb4
IL4I1,Il4i1
SCN3A,Scn3a
SIPA1L2,Sipa1l2
EIF3CL,Eif3c
ITGA7,Itga7
FAM98A,Fam98a
UTP20,Utp20
CLCN1,Clcn1
CRTC2,Crtc2
MESDC2,Mesdc2
TRIB3,Trib3
HSF1,Hsf1
DUSP1,Dusp1
PNKP,Pnkp
PIGL,Pigl
CEMIP,Cemip
MRPL18,Mrpl18
SUPT4H1,Supt4a
C11orf24,1810055G02Rik
MAP10,Map10
ZBTB10,Zbtb10
TSPOAP1,Tspoap1
DGAT1,Dgat1
SMS,Sms
TSTD3,Tstd3
CRYZ,Cryz
NCOR1,Ncor1
TREML2,Treml2
USP45,Usp45
SLC22A8,Slc22a8
COA5,Coa5
SLC38A11,Slc38a11
B3GNT6,B3gnt6
CTSW,Ctsw
UGT2B28,Ugt2b38
UGT2B28,Ugt2b34
UGT2B28,Ugt2b5
UGT2B28,Ugt2b35
UGT2B28,Ugt2b37
UGT2B28,Ugt2b36
UGT2B28,Ugt2b1
CHMP7,Chmp7
SCAF8,Scaf8
BLOC1S1,Bloc1s1
ATP9A,Atp9a
RNF43,Rnf43
TYW3,Tyw3
FBXL15,Fbxl15
FIBP,Fibp
PRDM15,Prdm15
COBLL1,Cobll1
UNC50,Unc50
PSD,Psd
OMP,Omp
CAPN5,Capn5
TREML4,Treml4
PXN,Pxn
TBC1D17,Tbc1d17
TFB1M,Tfb1m
ARCN1,Arcn1
CAPZA2,Capza2
PAPSS1,Papss1
MPV17L2,Mpv17l2
PCDHA10,Pcdha9
RAB3A,Rab3a
HOXA1,Hoxa1
SCRT1,Scrt1
KLHL10,Klhl10
PCDHAC1,Pcdhac1
TIAM2,Tiam2
KMT2A,Kmt2a
NT5C3B,Nt5c3b
ATF5,Atf5
PCDHA4,Gm42416
PCDHA4,Pcdha8
PCDHA4,Pcdha7
PCDHA4,Pcdha11
PCDHA4,Pcdha4
PCDHA8,Pcdha6
UBE2Q2,Ube2q2
MED25,Med25
PCDHA5,Pcdha5
PCDHA6,Pcdha6
CAPN2,Capn2
MAPK8IP2,Mapk8ip2
PCDHA11,Pcdha11
SCN2A,Scn2a
SLC52A2,Slc52a2
PCDHA13,Pcdha12
CHKB,Chkb
PCDHA1,Pcdha1
IFT46,Ift46
PCNX2,Pcnx2
PCDHA3,Pcdha3
CCDC88B,Ccdc88b
FBXL6,Fbxl6
LRP5,Lrp5
SENP3-EIF4A1,Senp3
FBXO36,Fbxo36
CPT1B,Cpt1b
NDRG3,Ndrg3
COX8C,Cox8c
BBS9,Bbs9
EIF4A1,Eif4a1
UNC79,Unc79
CDK18,Cdk18
TRIP12,Trip12
KDM6A,Kdm6a
FADS6,Fads6
SAMD5,Samd5
TTC36,Ttc36
PTOV1,Ptov1
TMEM25,Tmem25
NTPCR,Ntpcr
FAM131B,Fam131b
EPHX4,Ephx4
CEP131,Cep131
CLDN20,Cldn20
PLEKHF2,Plekhf2
SPNS3,Spns3
TAC3,Tac2
LSM2,Lsm2
ERGIC1,Ergic1
CPNE3,Cpne3
C8orf37,2610301B20Rik
USH1G,Ush1g
CTNND1,Ctnnd1
CTNND1,Gm28635
IGHA1,Igha
CHKB-CPT1B,Chkb
MAGI2,Magi2
SPRY1,Spry1
CRYBG3,Crybg3
SIGLEC11,Siglecg
MS4A4E,Ms4a4a
KPNA4,Kpna4
GPATCH2,Gpatch2
RIOX2,Riox2
SETSIP,Set
PNLDC1,Pnldc1
NUP62,Nup62
NUDT9,Nudt9
PDE4C,Pde4c
CNGB3,Cngb3
PRDM9,Prdm9
SLC2A12,Slc2a12
SAT2,Sat2
UTP18,Utp18
TGM1,Tgm1
TBPL1,Tbpl1
BTBD8,Btbd8
OTOP2,Otop2
MYO1A,Myo1a
KIAA1107,Btbd8
KIAA1107,Gm42669
KIAA1107,A830010M20Rik
BTBD8,Btbd8
BTBD8,Gm42669
BTBD8,A830010M20Rik
OTOP3,Otop3
FAM72B,Fam72a
SMARCD2,Smarcd2
SHBG,Shbg
SURF1,Surf1
SRGAP2C,Srgap2
ARL1,Arl1
MVK,Mvk
MS4A4A,Ms4a4a
SURF2,Surf2
NUCB2,Nucb2
MAML1,Maml1
C7orf50,3110082I17Rik
HSPA1L,Hspa1l
IGHG1,Ighg1
IGHG1,Ighg3
IGHG1,Ighg2c
IGHG1,Ighg2b
LTC4S,Ltc4s
FNBP1,Fnbp1
IGHG3,Ighg1
IGHG3,Ighg3
IGHG3,Ighg2c
IGHG3,Ighg2b
GPR146,Gpr146
HSPA1A,Hspa1b
HSPA1A,Hspa1a
IGHD,Ighd
MAS1,Mas1
GPER1,Gper1
HSPA1B,Hspa1b
HSPA1B,Hspa1a
PTH2,Pth2
IGHM,Ighm
LRRIQ4,Lrriq4
POLDIP3,Poldip3
EID3,Eid3
OR52J3,Olfr592
GFY,Gfy
LOXHD1,Loxhd1
CUEDC2,Cuedc2
WDR36,Wdr36
TTBK1,Ttbk1
HID1,Hid1
ARL14,Arl14
CDH15,Cdh15
TXNRD1,Txnrd1
OR52E2,Olfr589
BRIX1,Brix1
MMAB,Mmab
AOC2,Aoc2
IQGAP1,Iqgap1
SPNS2,Spns2
PSMB3,Gm4950
PSMB3,Psmb3
TSLP,Tslp
RAD1,Rad1
MPDU1,Mpdu1
PPP1CC,Ppp1cc
AQP12B,Aqp12
SLC19A2,Slc19a2
LURAP1,Lurap1
MYBBP1A,Mybbp1a
POMGNT1,Pomgnt1
TREH,Treh
LRRC31,Lrrc31
MYO7A,Myo7a
PAPPA2,Pappa2
MS4A14,Ms4a14
SMC3,Smc3
SLC17A7,Slc17a7
TIGD3,Tigd3
GRK3,Grk3
TNIP1,Tnip1
ZNF706,Zfp706
PHLDB1,Phldb1
MS4A6E,Ms4a6c
MS4A6E,Ms4a6d
MS4A6E,Ms4a6b
AOC3,Aoc3
MS4A7,Ms4a7
PIP4K2B,Pip4k2b
TAS2R41,Tas2r126
EPHA1,Epha1
PPM1L,Ppm1l
SLC25A45,Slc25a45
SASH1,Sash1
NUGGC,Nuggc
R3HCC1,R3hcc1
BEX4,Bex6
BEX4,Bex4
FTMT,Ftmt
TAS2R60,Tas2r135
CDH10,Cdh10
IL1RAP,Il1rap
ZYX,Zyx
ATP6V0E1,Atp6v0e
AQP12A,Aqp12
FXR2,Fxr2
DDX18,Ddx18
F5,F5
TCEAL8,Tceal8
GPR17,Gpr17
KLF14,Klf14
CETN3,Cetn3
SENP3,Senp3
SRFBP1,Srfbp1
RPS6KA4,Rps6ka4
ATF6B,Atf6b
ACSF2,Acsf2
LOX,Lox
LIMS2,Lims2
HILPDA,Hilpda
CSH2,Gh
SOX15,Sox15
METTL2B,Mettl2
C1orf146,1700028K03Rik
LSM14A,Lsm14a
CD68,Cd68
CDR2L,Cdr2l
CWC25,Cwc25
ANKRD50,Ankrd50
TNXB,Tnxb
ENTPD4,Entpd4
ENTPD4,Gm21685
TEPSIN,Tepsin
G6PC,G6pc
RERGL,Rergl
MRPL58,Mrpl58
GRHL2,Grhl2
TCEAL5,Tceal3
TCEAL5,Tceal6
TCEAL5,Tceal5
PIK3C2G,Pik3c2g
LOXL2,Loxl2
GDPD4,Gdpd4
ASTN1,Astn1
KCNJ11,Kcnj11
DDX6,Ddx6
CYP21A2,Cyp21a1
WWC1,Wwc1
FAM83A,Fam83a
CLSTN3,Clstn3
PARN,Parn
CCDC85B,Ccdc85b
SELP,Selp
ZNF84,Zfp605
KDM4A,Kdm4a
CHAD,Chad
CCDC63,Ccdc63
POLR3G,Polr3g
APOBR,Apobr
MBLAC2,Mblac2
UPK2,Upk2
ATP5H,Gm10250
ATP5H,Atp5h
ATP5L2,Atp5l
ATP5L2,Gm5426
CXCR5,Cxcr5
CYB5R3,Cyb5r3
DSN1,Dsn1
BCL9L,Bcl9l
KCTD2,Kctd2
ST3GAL3,St3gal3
GDF6,Gdf6
KIF13A,Kif13a
ZDHHC9,Zdhhc9
MFSD7,Mfsd7a
FOXR1,Foxr1
CREBRF,Crebrf
GPR107,Gpr107
FOSL1,Fosl1
CLN3,Cln3
ADCK5,Adck5
MYO18B,Myo18b
HOXD1,Hoxd1
TMTC3,Tmtc3
TANC2,Tanc2
ATP5I,Atp5k
PTGES3L,Gm27029
PTGES3L,Ptges3l
CPSF1,Cpsf1
GH2,Gh
ANKRD11,Ankrd11
AARSD1,Aarsd1
KIAA0355,4931406P16Rik
SYNE1,Syne1
GIPR,Gipr
TRIP6,Trip6
ST7,St7
UQCRB,Uqcrb
PTGES3L-AARSD1,Gm27029
PTGES3L-AARSD1,Ptges3l
NDUFAF8,Ndufaf8
GABRR3,Gabrr3
CD47,Cd47
C17orf98,1700001P01Rik
LINC00116,1500011K16Rik
NHLH1,Nhlh1
ZNF140,Zfp84
PLAGL2,Plagl2
ELK4,Elk4
MKLN1,Mkln1
FRMD8,Frmd8
SPARCL1,Sparcl1
MFSD13A,Mfsd13a
RPL23,Rpl23
MFSD4A,Mfsd4a
FLNA,Flna
HDAC6,Hdac6
ACTR1A,Actr1a
ZNF474,Zfp474
C11orf68,AI837181
VANGL2,Vangl2
GUCY1A3,Gucy1a3
MS4A5,Ms4a5
MTERF3,Mterf3
PAK1,Pak1
ELP3,Elp3
MS4A1,Ms4a1
BNIP1,Bnip1
SURF4,Surf4
A4GALT,A4galt
PPP4C,Ppp4c
MS4A12,Ms4a12
SORBS2,Sorbs2
RARS,Rars
IFT57,Ift57
ZNF704,Zfp704
SLC38A10,Slc38a10
SPATA17,Spata17
FAM45A,Fam45a
COL6A3,Col6a3
FAT4,Fat4
MGAT4B,Mgat4b
SGK1,Sgk1
IGF2R,Igf2r
KIF1A,Kif1a
CYB561,Cyb561
BEX2,Bex1
BEX2,Bex2
HIVEP2,Hivep2
TRAPPC4,Trappc4
CCDC93,Ccdc93
PHEX,Phex
POFUT1,Pofut1
CCDC84,Ccdc84
FOXP3,Foxp3
CHD6,Chd6
CXorf36,4930578C19Rik
OR5AC1,Olfr197
RPS25,Rps25
OR5AC2,Olfr199
OR5AC2,Olfr202
OR5AC2,Olfr198
OR5AC2,Olfr201
MGAT4A,Mgat4a
OR5H1,Olfr196
OR5H1,Olfr186
OR5H1,Olfr187
OR5H1,Olfr183
OR5H1,Olfr191
OR5H1,Olfr190
OR5H1,Olfr193
FAM71F1,Fam71f1
MRNIP,Mrnip
CCDC22,Ccdc22
SAMD7,Samd7
SLC37A4,Slc37a4
OR5H14,Olfr196
OR5H14,Olfr186
OR5H14,Olfr187
OR5H14,Olfr183
OR5H14,Olfr191
OR5H14,Olfr190
OR5H14,Olfr193
TP53BP2,Trp53bp2
TCEAL7,Tceal7
ATAT1,Atat1
OR5H15,Olfr196
OR5H15,Olfr186
OR5H15,Olfr187
OR5H15,Olfr183
OR5H15,Olfr191
OR5H15,Olfr190
OR5H15,Olfr193
CSH1,Gh
LIMS4,Lims1
PNPLA8,Pnpla8
FBLL1,Fbll1
UGT2B4,Ugt2b38
UGT2B4,Ugt2b34
UGT2B4,Ugt2b5
UGT2B4,Ugt2b35
UGT2B4,Ugt2b37
UGT2B4,Ugt2b36
UGT2B4,Ugt2b1
MYL2,Myl2
KITLG,Kitl
BRINP2,Brinp2
LIF,Lif
RPAP2,Rpap2
UST,Ust
PTDSS1,Ptdss1
CAMK4,Camk4
SQSTM1,Sqstm1
RAI1,Rai1
PCDHB2,Pcdhb2
GLMN,Glmn
OR5K3,Olfr177
OR5K3,Olfr175-ps1
OR5K3,Olfr195
HSF5,Hsf5
OR5H6,Olfr196
OR5H6,Olfr186
OR5H6,Olfr187
OR5H6,Olfr183
OR5H6,Olfr191
OR5H6,Olfr190
OR5H6,Olfr193
DNAJB9,Dnajb9
CSHL1,Gh
PCDHB1,Pcdhb1
OR5H2,Olfr196
OR5H2,Olfr186
OR5H2,Olfr187
OR5H2,Olfr183
OR5H2,Olfr191
OR5H2,Olfr190
OR5H2,Olfr193
LRRC41,Lrrc41
OR5K4,Olfr181
OR5K4,Olfr178
OR5K4,Olfr180
OR5H8,Olfr196
OR5H8,Olfr186
OR5H8,Olfr187
OR5H8,Olfr183
OR5H8,Olfr191
OR5H8,Olfr190
OR5H8,Olfr193
SREBF1,Srebf1
SLC45A3,Slc45a3
NCS1,Ncs1
KLHL11,Klhl11
GH1,Gh
ASAH1,Asah1
GEMIN5,Gemin5
FAM222A,Fam222a
RAD54L,Rad54l
MS4A13,Ms4a13
BAHCC1,Bahcc1
